,name,coauthors
52167,Martine Labbé,Pablo Escalona R.
52172,Martine Labbé,M.Grazia Speranza
52177,Jan Vitek,Suresh Jagannathan
52180,Jan Vitek,Tomas Kalibera
52183,Jan Vitek,James Noble
52186,Jan Vitek,Petr Maj
52189,Jan Vitek,Tobias Wrigstad
52192,Jan Vitek,Francesco Zappa Nardelli
52195,Jan Vitek,Nigel Horspool
52198,Jan Vitek,Bogdan Carbunar
52201,Jan Vitek,Christian Hammer
52204,Jan Vitek,Benjamin Chung
52207,Jan Vitek,rachid guerraoui
52210,Jan Vitek,Tony Hosking
52213,Jan Vitek,Giuseppe Castagna
52216,Jan Vitek,Tian Zhao
52219,Jan Vitek,Lukasz Ziarek
52222,Jan Vitek,Floréal Morandat
52225,Jan Vitek,Jens Palsberg
52228,Jan Vitek,Martin Schoeberl
52231,Jan Vitek,Christian Grothoff
52234,Jan Vitek,Fadi MEAWAD
52237,Jan Vitek,Olivier Flückiger
52240,Jan Vitek,Frank Tip
52243,Jan Vitek,Olga Vitek
52246,Jan Vitek,Aviral Goel
52249,Jan Vitek,Ethan Blanton
52252,Jan Vitek,Andreas Krall
52255,Jan Vitek,Peter Sewell
52258,Jan Vitek,David Pichardie
52261,Jan Vitek,Matthias Felleisen
52264,Jan Vitek,Julian Dolby
52267,Jan Vitek,Mandana Vaziri
52270,Jan Vitek,Julia Belyakova
52273,Jan Vitek,Eugene H. Spafford
52276,Jan Vitek,Filip Křikava
52279,Jan Vitek,Manuel Oriol
52282,Jan Vitek,Yvonne Coady
52285,Jan Vitek,Alex Aiken
52288,Jan Vitek,Ben Greenman
52291,Jan Vitek,Max S. New
52294,Jan Vitek,Nathaniel Nystrom
52297,Jan Vitek,Ming-Ho Yee
52300,Jan Vitek,Marco Tulio Valente
52303,Jan Vitek,Sophia Drossopoulou
52306,Jan Vitek,Juliana Franco
52309,Jan Vitek,Sylvan Clebsch
52312,Jan Vitek,Oscar Nierstrasz
52315,Jan Vitek,Andreas Gal
52318,Jan Vitek,Chris Bailey-Kellogg
52321,Jan Vitek,Douglas Adams
52324,Jan Vitek,Urs Hölzle
52327,Jan Vitek,Karel Driesen
52330,Jan Vitek,Leo Osvald
52333,Jan Vitek,Daniel Marino
52336,Jan Vitek,Cristina Videira Lopes
52339,Jan Vitek,Jakub Žitný
52342,Jan Vitek,Patrick Hanrahan
52345,Jan Vitek,Artem Pelenitsyn
52348,Jan Vitek,Tom Chothia
52351,Jan Vitek,Dominic Duggan
52354,Jan Vitek,Emery D. Berger
52357,Jan Vitek,Gustavo Rodriguez-Rivera
52360,Jan Vitek,Guido Chari
52363,Jan Vitek,Viral B. Shah
52366,Jan Vitek,Jiahao Chen 陳家豪
52369,Jan Vitek,Stefan Karpinski
52372,Jan Vitek,Bruce A Craig
52375,Jan Vitek,Laurent Dami
52378,Jan Vitek,Lindsey Kuper
52381,Jan Vitek,Tatiana Shpeisman
52384,Jan Vitek,Celeste Hollenbeck
52387,Jan Vitek,Walter Binder
52390,Jan Vitek,Richard Jones
52393,Jan Vitek,Ross Tate
52396,Jan Vitek,Pavel Parizek
52399,Jan Vitek,Jack Gelinas
52402,Jan Vitek,Jameson Nash
52405,Jan Vitek,David F. Bacon
52408,Jan Vitek,Gerti Kappel
52411,Jan Vitek,Steve Ko
52414,Jan Vitek,Yannick Zakowski
52417,Jan Vitek,Karthik Dantu
52420,Jan Vitek,Amal Ahmed
52423,Jan Vitek,Dimitri Konstantas
52426,Jan Vitek,Martin Hirzel
52429,Jan Vitek,Todd A. Anderson
52432,Jan Vitek,Robby Findler, Robert Bruce Findler
52435,Jan Vitek,Ana Milanova
52438,Jan Vitek,Patrick Eugster
52441,Jan Vitek,Alexi Turcotte
52444,Jan Vitek,Sebastián Krynski
52447,Jan Vitek,Ghaith Haddad
52450,Jan Vitek,Alexander Kovalenko
52453,Jan Vitek,Sandrine Blazy
52456,Jan Vitek,Leif Andersen
52459,Jan Vitek,Vincent St-Amour
52462,Jan Vitek,Doug Lea
52465,Jan Vitek,Konrad Siek
52468,Jan Vitek,Pierre Donat-Bouillud
52471,Jan Vitek,Christoph M. Kirsch
52474,Jan Vitek,David Terei
52477,Jan Vitek,Ondrej Lhotak
52480,Jan Vitek,Claudia Werner
52483,Jan Vitek,Vivek Sarkar
52486,Jan Vitek,Niranjan Suri
52489,Luca Del Pero,Kobus Barnard
52492,Luca Del Pero,Vittorio Ferrari
52495,Luca Del Pero,Rahul Sukthankar
52498,Luca Del Pero,Susanna Ricco
52501,Luca Del Pero,Ernesto Brau
52504,Luca Del Pero,Jinyan Guan
52507,Luca Del Pero,Daniel Fried
52510,Luca Del Pero,Joe Schlecht
52513,Luca Del Pero,Barbara Webb
52516,Luca Del Pero,Michael Mangan
52519,Luca Del Pero,Benjamin Risse
52522,Luca Del Pero,Colin Reimer Dawson
52525,Luca Del Pero,Kyle Simek
52528,Luca Del Pero,Niels Haering
52531,Luca Del Pero,Atul Kanaujia
52534,Vinod Ganapathy,Liviu Iftode
52535,Vinod Ganapathy,Somesh Jha
52536,Vinod Ganapathy,Trent Jaeger
52537,Vinod Ganapathy,Mohan Dhawan
52538,Vinod Ganapathy,Shakeel Butt
52539,Vinod Ganapathy,Arati Baliga
52540,Vinod Ganapathy,Abhinav Srivastava
52541,Vinod Ganapathy,Liu Yang
52542,Vinod Ganapathy,Michael Swift
52543,Vinod Ganapathy,Jeffrey Bickford
52544,Vinod Ganapathy,Andrés Lagar-Cavilla
52545,Vinod Ganapathy,Rezwana Karim
52546,Vinod Ganapathy,Chung-chieh Shan
52547,Vinod Ganapathy,Danfeng (Daphne) Yao
52548,Vinod Ganapathy,Daeyoung Kim
52549,Vinod Ganapathy,Mihai Christodorescu
52550,Vinod Ganapathy,Shirish Shevade
52551,Vinod Ganapathy,Aditya Kanade
52552,Vinod Ganapathy,Soham Pal
52553,Vinod Ganapathy,Yash Gupta
52554,Vinod Ganapathy,Thomas Reps
52555,Vinod Ganapathy,Arkaprava Basu
52556,Vinod Ganapathy,Trishul Chilimbi
52557,Vinod Ganapathy,Pravin Shankar
52558,Vinod Ganapathy,Alexander Varshavsky
52559,Vinod Ganapathy,Randal Bryant
52560,Vinod Ganapathy,Sanjit A. Seshia
52561,Vinod Ganapathy,Santosh Nagarakatte
52562,Vinod Ganapathy,Christopher Liebchen
52563,Vinod Ganapathy,Ahmad-Reza Sadeghi
52564,Vinod Ganapathy,Ferdinand Brasser
52565,Vinod Ganapathy,Marco Gruteser
52566,Vinod Ganapathy,Wade Trappe
52567,Vinod Ganapathy,Tatsuo Nakajima
52568,Vinod Ganapathy,Ajay Nayak
52569,Vinod Ganapathy,Arnar Birgisson
52570,Vinod Ganapathy,Úlfar Erlingsson
52571,Vinod Ganapathy,Pratyusa K. Manadhata
52572,Vinod Ganapathy,Hai D. Nguyen
52573,Vinod Ganapathy,Ramesh S.
52574,Vinod Ganapathy,Blase Ur
52575,Vinod Ganapathy,Abhishek Bhattacharjee
52576,Vinod Ganapathy,Zi Yan
52577,Vinod Ganapathy,Bill Horne
52578,Vinod Ganapathy,Prasad Rao
52579,Vinod Ganapathy,Stephen Smaldone
52580,Vinod Ganapathy,Guilherme Cox
52581,Vinod Ganapathy,Chiranjib Bhattacharyya
52582,Vinod Ganapathy,Kripa Shanker
52583,Vinod Ganapathy,Gang Tan
52584,Vinod Ganapathy,Christian Skalka
52585,Vinod Ganapathy,Sujay Yadalam
52586,Vinod Ganapathy,RK Shyamasundar
52587,Vinod Ganapathy,Arpita Patra
52588,Vinod Ganapathy,Ajith Suresh
52589,Vinod Ganapathy,Nader Boushehrinejad Moradi
52590,Robert Ivancic,Andrea J.  Liu
52591,Robert Ivancic,Robert Riggleman
52592,Robert Ivancic,Arjun Yodh
52593,Robert Ivancic,Zoey S. Davidson
52594,Robert Ivancic,Samuel S. Schoenholz
52595,Robert Ivancic,Douglas J. Durian
52596,Robert Ivancic,Daniel S. Gianola
52597,Robert Ivancic,Jennifer M Rieser
52598,Robert Ivancic,Amit Shavit
52599,Zachary P Kilpatrick,Krešimir Josić
52603,Zachary P Kilpatrick,Paul Bressloff
52607,Zachary P Kilpatrick,Bard Ermentrout
52611,Zachary P Kilpatrick,Alan Veliz-Cuba
52615,Zachary P Kilpatrick,Tahra Eissa
52619,Zachary P Kilpatrick,Stefanos Folias
52623,Zachary P Kilpatrick,Bhargav R. Karamched
52627,Zachary P Kilpatrick,Grégory Faye
52631,Zachary P Kilpatrick,Brent Doiron
52635,Zachary P Kilpatrick,Ahmed El Hady
52639,Zachary P Kilpatrick,Jacob D. Davidson
52643,Zachary P Kilpatrick,Matthew R. Bennett
52647,Zachary P Kilpatrick,Jae Kyoung Kim
52651,Zachary P Kilpatrick,Joshua Gold
52655,Zachary P Kilpatrick,Subekshya Bidari
52659,Zachary P Kilpatrick,Nicholas W Barendregt
52663,Zachary P Kilpatrick,Benjamin Lindner
52667,Zachary P Kilpatrick,Harel  Z. Shouval
52671,Zachary P Kilpatrick,Yunjiao Wang
52675,Zachary P Kilpatrick,Orit Peleg
52679,Zachary P Kilpatrick,William R. Holmes
52683,Zachary P Kilpatrick,Suren Jayasuriya
52687,Zachary P Kilpatrick,Robert Rosenbaum
52691,Zachary P Kilpatrick,Julijana Gjorgjieva
52695,Zachary P Kilpatrick,Jesse I. Gilmer
52699,Zachary P Kilpatrick,Ioannis Delis
52703,Zachary P Kilpatrick,Adrian E. Radillo
52707,Heroen Verbruggen,Olivier De Clerck
52711,Heroen Verbruggen,Frederik Leliaert
52715,Heroen Verbruggen,Vanessa Rossetto Marcelino
52719,Heroen Verbruggen,sofie Dhondt
52723,Heroen Verbruggen,Wiebe HCF Kooistra
52727,Heroen Verbruggen,Juan Lopez-Bautista
52731,Heroen Verbruggen,Pilar Díaz-Tapia
52735,Heroen Verbruggen,Tom Schils
52739,Heroen Verbruggen,Frédéric Mineur
52743,Heroen Verbruggen,Claude E. Payri
52747,Heroen Verbruggen,Gary W. Saunders
52751,Heroen Verbruggen,Joana F. Costa
52755,Heroen Verbruggen,Charles F. Delwiche
52759,Heroen Verbruggen,Carlos Frederico Deluqui Gurgel
52763,Heroen Verbruggen,Ma. Chiela M. Cremen
52767,Heroen Verbruggen,Andrea Del Cortona
52771,Heroen Verbruggen,David R. Smith
52775,Heroen Verbruggen,Trevor T Bringloe
52779,Heroen Verbruggen,Ana Tronholm
52783,Heroen Verbruggen,Cintia Iha
52787,Heroen Verbruggen,Michael D. Guiry
52791,Heroen Verbruggen,Sonja Repetti
52795,Heroen Verbruggen,Thomas Sauvage
52799,Heroen Verbruggen,Ester Serrao
52803,Heroen Verbruggen,Le Gall line
52807,Heroen Verbruggen,Marisa Margherita Pasella
52811,Heroen Verbruggen,Matthew Herron
52815,Heroen Verbruggen,Stefano Draisma
52819,Heroen Verbruggen,Galice Hoarau
52823,Heroen Verbruggen,Alexander Jueterbock
52827,Heroen Verbruggen,Steven LoDuca
52831,Heroen Verbruggen,Christophe Vieira
52835,Heroen Verbruggen,Pavel Škaloud
52839,Heroen Verbruggen,Hilconida Calumpong
52843,Heroen Verbruggen,Cheong Xin Chan
52847,Heroen Verbruggen,Hwan Su Yoon
52851,Heroen Verbruggen,Matt P  Ashworth
52855,Heroen Verbruggen,Aschwin Engelen
52859,Heroen Verbruggen,Monica Medina
52863,Heroen Verbruggen,Mariana Cabral de Oliveira
52867,Heroen Verbruggen,Heather L Spalding
52871,Heroen Verbruggen,Kenny Arthur Bogaert
52875,Heroen Verbruggen,Jorge Assis
52879,Heroen Verbruggen,Samuel Bosch
52883,Heroen Verbruggen,Erasmo Macaya Horta
52887,Heroen Verbruggen,Jessica W. Leigh
52891,Heroen Verbruggen,Andrew H Knoll
52895,Heroen Verbruggen,Suzanne Fredericq
52899,Heroen Verbruggen,Klaas Vandepoele
52903,Heroen Verbruggen,Cindy Fernandez-García
52907,Heroen Verbruggen,Daryl W. Lam
52911,Heroen Verbruggen,Erik Malta
52915,Heroen Verbruggen,Marta Sansón
52919,Heroen Verbruggen,Julio Afonso-Carrillo (0000-0001-9455-6904)
52923,Heroen Verbruggen,Jeanine L. Olsen
52927,Heroen Verbruggen,James A. Coyer
52931,Heroen Verbruggen,Jan Janouškovec
52935,Heroen Verbruggen,Showe-Mei Lin
52939,Heroen Verbruggen,Guadalupe Bribiesca-Contreras
52943,Heroen Verbruggen,Tim OHara
52947,Heroen Verbruggen,Christopher E. Lane
52951,Heroen Verbruggen,David G. Mann
52955,Heroen Verbruggen,Eileen J. Cox
52959,Heroen Verbruggen,Vyverman Wim
52963,Heroen Verbruggen,Daniela Gabriel
52967,Heroen Verbruggen,Madeleine JH van Oppen
52971,Heroen Verbruggen,David T Booth
52975,Heroen Verbruggen,Karolina Fucikova
52979,Heroen Verbruggen,Louise A. Lewis
52983,Heroen Verbruggen,Paul O. Lewis
52987,Heroen Verbruggen,Valéria Cassano
52991,Heroen Verbruggen,Morgan Vis
52995,Heroen Verbruggen,Kathleen M. Morrow
52999,Heroen Verbruggen,David G. Bourne
53003,Heroen Verbruggen,Taro Maeda
53007,Heroen Verbruggen,Euichi Hirose
53011,Heroen Verbruggen,Takao Yoshida
53015,Heroen Verbruggen,Yoshihiro Takaki
53019,Heroen Verbruggen,Yoshito Chikaraishi
53023,Heroen Verbruggen,Edward C. Theriot
53027,Heroen Verbruggen,Mark Buchheim
53031,Heroen Verbruggen,Dennis Hanisak
53035,Heroen Verbruggen,Curt M Pueschel
53039,Heroen Verbruggen,Jose M. Estevez
53043,Heroen Verbruggen,Orlando Necchi Jr
53047,Heroen Verbruggen,Gillian Gile
53051,Heroen Verbruggen,Patrick Keeling
53055,Heroen Verbruggen,Chris Jackson
53059,Heroen Verbruggen,Anthony Larkum
53063,Heroen Verbruggen,Viviana Peña Freire
53067,Heroen Verbruggen,Kike Ballesteros
53071,Heroen Verbruggen,Jorge Terrados (ORCID:0000-0002-0921-721X)
53075,Heroen Verbruggen,Daniel Vitales
53079,jeff smith,Joan E. Strassmann
53083,jeff smith,David Queller
53087,jeff smith,J David Van Dyken
53091,Samuel J Cooper,Nigel Brandon
53096,Samuel J Cooper,Paul Shearing
53101,Samuel J Cooper,Antonio Bertei
53106,Samuel J Cooper,Donal P. Finegan
53111,Samuel J Cooper,Billy Wu
53116,Samuel J Cooper,Philip John Withers
53121,Samuel J Cooper,Peter D Lee
53126,Samuel J Cooper,Stephen J Skinner
53131,Samuel J Cooper,PODOR Renaud
53136,Samuel J Cooper,Aashutosh Mistry
53141,Samuel J Cooper,Masashi Kishimoto
53146,Samuel J Cooper,Denis Kramer
53151,Samuel J Cooper,Ben Britton
53156,Samuel J Cooper,Nikolai Tsvetkov
53161,Samuel J Cooper,Bowen Song
53166,Samuel J Cooper,Stephen J. Harris
53171,Samuel J Cooper,Thomas MM Heenan
53176,Samuel J Cooper,Dean R Wheeler
53181,Samuel J Cooper,Daniel P. Abraham
53186,Samuel J Cooper,Na Ni （倪娜）
53191,Samuel J Cooper,Arno Merkle
53196,Samuel J Cooper,Sohrab R. Daemi
53201,Samuel J Cooper,Gareth Hinds
53206,Samuel J Cooper,David W. McComb
53211,Samuel J Cooper,Robert EA Williams
53216,Samuel J Cooper,John Druce
53221,Samuel J Cooper,Enrique Ruiz-Trejo
53226,Samuel J Cooper,Franca Hoffmann
53231,Samuel J Cooper,Kang Li
53236,Samuel J Cooper,Tao Li
53241,Samuel J Cooper,Harini Hewa Dewage
53246,Samuel J Cooper,liu xinhua
53251,Frank Cangialosi,Akshay Narayan
53255,Frank Cangialosi,Mohammad Alizadeh
53259,Frank Cangialosi,Srinivas Narayana
53263,Frank Cangialosi,Prateesh Goyal
53267,Frank Cangialosi,Hari Balakrishnan
53271,Frank Cangialosi,Dave Levin
53275,Frank Cangialosi,Alan Mislove
53279,Frank Cangialosi,Radhika Mittal
53283,Frank Cangialosi,Taejoong \Tijay\ Chung
53287,Frank Cangialosi,Bruce Maggs
53291,Frank Cangialosi,David Choffnes
53295,Frank Cangialosi,Christo Wilson
53299,Frank Cangialosi,Deepti Raghavan
53303,Frank Cangialosi,Steven M. Anlage
53307,Frank Cangialosi,Hongzi Mao
53311,Frank Cangialosi,Parimarjan Negi
53315,Frank Cangialosi,Theophilus (Theo) Benson
53319,Frank Cangialosi,Liang Zhang
53323,Frank Cangialosi,James Litton
53327,Frank Cangialosi,Neil Spring
53331,Frank Cangialosi,Venkat Arun
53335,Frank Cangialosi,Ravi Netravali
53339,Frank Cangialosi,Anand Sarwate
53343,Frank Cangialosi,Neil Agarwal
53347,Frank Cangialosi,Junchen Jiang
53351,Christian Glusa,Mark Ainsworth
53354,Christian Glusa,Marta DElia
53357,Christian Glusa,Mamikon Gulian
53360,Christian Glusa,Xiaoning Zheng
53363,Christian Glusa,Zhiping Mao
53366,Christian Glusa,Anna Lischke, Ph.D.
53369,Christian Glusa,George Em Karniadakis
53372,Christian Glusa,Mark Meerschaert
53375,Christian Glusa,Guofei Pang
53378,Christian Glusa,Sivasankaran Rajamanickam
53381,Christian Glusa,Erik G. Boman
53384,Christian Glusa,Max Gunzburger
53387,Christian Glusa,Enrique Otarola
53390,Christian Glusa,Qiang Du
53393,Christian Glusa,Xiaochuan Tian
53396,Christian Glusa,Zhi Zhou
53399,Christian Glusa,Edmond Chow
53402,Christian Glusa,Andrey Prokopenko
53405,Christian Glusa,Luc Berger-Vergiat
53408,Christian Glusa,Matthias Mayr
53411,Christian Glusa,Roger Pawlowski
53414,Christian Glusa,John T. Foster
53417,Christian Glusa,Raymond Tuminaro
53420,Christian Glusa,Olena Burkovska
53423,Christian Glusa,Jennifer Loe
53426,Christian Glusa,Ichitaro Yamazakii
53429,Christian Glusa,Leo Liberti
53432,Christian Glusa,Stephane Gaubert
53435,Christian Glusa,DANIEL B. SZYLD
53438,Christian Glusa,Paritosh Ramanan
53441,Christian Glusa,Bart van Bloemen Waanders
53444,Christian Glusa,Chester Weiss
53447,Christian Glusa,Harbir Antil
53450,Christian Glusa,Satheesh Maheswaran
53453,Christian Glusa,Duncan A McGregor
53456,Christian Glusa,Steven A Wright
53459,Christian Glusa,Eric C. Cyr
53462,Christian Glusa,Stephen Jarvis
53465,Christian Glusa,Seher Acer
53468,Christian Glusa,Pavel Bochev
53471,Christian Glusa,Giacomo Capodaglio
53474,B.S. Manjunath,Lakshmanan Nataraj
53479,B.S. Manjunath,Wei-Ying Ma
53484,B.S. Manjunath,Baris Sumengen
53489,B.S. Manjunath,Upamanyu Madhow
53494,B.S. Manjunath,Anindya Sarkar
53499,B.S. Manjunath,S Karthikeyan
53504,B.S. Manjunath,Dmitry Fedorov
53509,B.S. Manjunath,Kaushal Solanki
53514,B.S. Manjunath,Boguslaw Obara
53519,B.S. Manjunath,Philippe Salembier
53524,B.S. Manjunath,Marco Zuliani
53529,B.S. Manjunath,Kenneth Sullivan
53534,B.S. Manjunath,LEILA MARIA GARCIA FONSECA
53539,B.S. Manjunath,Pratim Ghosh
53544,B.S. Manjunath,Mehmet Emre Sargin
53549,B.S. Manjunath,Luca Bertelli
53554,B.S. Manjunath,Santhoshkumar Sunderrajan
53559,B.S. Manjunath,Vignesh Jagadeesh
53564,B.S. Manjunath,Thomas Sikora
53569,B.S. Manjunath,Jiejun Xu
53574,B.S. Manjunath,Archith John Bency
53579,B.S. Manjunath,Debargha Mukherjee
53584,B.S. Manjunath,Aruna Jammalamadaka
53589,B.S. Manjunath,Kenneth S. Kosik
53594,B.S. Manjunath,Utkarsh Gaur
53599,B.S. Manjunath,Robert F. Murphy
53604,B.S. Manjunath,Onkar Dabeer
53609,B.S. Manjunath,Christoph von der Malsburg
53614,B.S. Manjunath,Jelena Tešić
53619,B.S. Manjunath,Carter De Leo
53624,B.S. Manjunath,Yong Man Ro
53629,B.S. Manjunath,Yuan-Fang Wang
53634,B.S. Manjunath,Frederic Gibou
53639,B.S. Manjunath,Hanchuan Peng
53644,B.S. Manjunath,Anne E. Carpenter
53649,B.S. Manjunath,Jason Swedlow
53654,B.S. Manjunath,Badrinath Roysam, FIEEE, FAIMBE
53659,B.S. Manjunath,Ilya Goldberg
53664,B.S. Manjunath,Pavel Tomancak
53669,B.S. Manjunath,Nico Stuurman
53674,B.S. Manjunath,Maryann E. Martone
53679,B.S. Manjunath,Motaz El-Saban
53684,B.S. Manjunath,Adrienne Roeder
53689,B.S. Manjunath,Alexandre Cunha
53694,B.S. Manjunath,Scott Grafton MD
53699,B.S. Manjunath,Munchurl Kim
53704,B.S. Manjunath,James Frew
53709,B.S. Manjunath,Tao Mei
53714,B.S. Manjunath,Elliot Meyerowitz
53719,B.S. Manjunath,Ajay Divakaran
53724,B.S. Manjunath,Ullrich J. Mönich
53729,B.S. Manjunath,Till Quack
53734,B.S. Manjunath,Lars Thiele
53739,B.S. Manjunath,KR Ramakrishnan
53744,B.S. Manjunath,Ching-Wei Chen
53749,Gunbok Lee,Benjamin H. Waters
53752,Gunbok Lee,Joshua R Smith
53755,Gunbok Lee,Brody J. Mahoney
53758,Byoung-Keon Daniel Park,Matthew P Reed
53762,Byoung-Keon Daniel Park,Monica L.H. Jones
53766,Byoung-Keon Daniel Park,Jingwen Hu
53770,Byoung-Keon Daniel Park,Jason Hallman
53774,Byoung-Keon Daniel Park,Jangwoon Park
53778,Byoung-Keon Daniel Park,Carey Lumeng MD PhD
53782,Byoung-Keon Daniel Park,Julie Lumeng
53786,Jennifer Elaine Smith,Kay E. Holekamp
53790,Jennifer Elaine Smith,Mark Van Vugt
53794,Jennifer Elaine Smith,Daniel T Blumstein
53798,Jennifer Elaine Smith,Noa Pinter-Wollman
53802,Jennifer Elaine Smith,Daizaburo Shizuka
53806,Jennifer Elaine Smith,Andrew Edelman
53810,Jennifer Elaine Smith,Steven D. Prager
53814,Jennifer Elaine Smith,Takao Sasaki
53818,Jennifer Elaine Smith,George Wittemyer
53822,Jennifer Elaine Smith,Elizabeth Hobson
53826,Jennifer Elaine Smith,James S. Waters
53830,Jennifer Elaine Smith,Shermin de Silva
53834,Jennifer Elaine Smith,Jennifer Fewell
53838,Jennifer Elaine Smith,Chelsea Ortiz-Jimenez
53842,Jennifer Elaine Smith,Eric Alden Smith
53846,Jennifer Elaine Smith,Sergey Gavrilets
53850,Jennifer Elaine Smith,Paul L. Hooper
53854,Jennifer Elaine Smith,Monique Borgerhoff Mulder
53858,Jennifer Elaine Smith,Joseph Kolowski
53862,Jennifer Elaine Smith,Lawrance K Chung
53866,Jennifer Elaine Smith,Heather E. Watts
53870,Jennifer Elaine Smith,Christoph Hauert
53874,Jennifer Elaine Smith,Kim Hill
53878,Jennifer Elaine Smith,Claire El Mouden
53882,Jennifer Elaine Smith,Anne Pusey
53886,Jennifer Elaine Smith,Daniel Nettle
53890,Jennifer Elaine Smith,Tracy M Montgomery
53894,Jennifer Elaine Smith,Andrew Sih
53898,Jennifer Elaine Smith,Imani Russell
53902,Jennifer Elaine Smith,Eli Swanson
53906,Jennifer Elaine Smith,Kappeler Peter M
53910,Jennifer Elaine Smith,Eileen Lacey
53914,Jennifer Elaine Smith,Gregory Florant
53918,Jennifer Elaine Smith,Raquel Monclús
53922,Jennifer Elaine Smith,Steven J. Taylor
53926,Jennifer Elaine Smith,Christopher J Whelan
53930,Jennifer Elaine Smith,Talisin T. Hammond
53934,Jennifer Elaine Smith,Adrian V Jaeggi
53938,Jennifer Elaine Smith,Kenna DS Lehmann
53942,Jennifer Elaine Smith,Eli D Strauss
53946,Jennifer Elaine Smith,Douglas J. Long
53950,Jennifer Elaine Smith,Matthew Petelle
53954,Jennifer Elaine Smith,Lisa L. Surber
53958,Jennifer Elaine Smith,Loren Hayes
53962,Jennifer Elaine Smith,Cody T. Ross
53966,Jennifer Elaine Smith,Matthew Holding
53970,Jennifer Elaine Smith,Breanna (Bree) Putman
53974,Jennifer Elaine Smith,Rulon Clark
53978,Jennifer Elaine Smith,Chris von Rueden
53982,Jennifer Elaine Smith,Michael E. Alfaro
53986,Jennifer Elaine Smith,B. Natterson-Horowitz, MD
53990,Jennifer Elaine Smith,Kenta Uchida
53994,Jennifer Elaine Smith,Marcus Michelangeli
53998,Jennifer Elaine Smith,Matthew Silk
54002,Jennifer Elaine Smith,Gabriella Gall
54006,Jennifer Elaine Smith,Julian C. Evans
54010,Foteini Baldimtsi,Alessandra Scafuro
54014,Foteini Baldimtsi,Sharon Goldberg
54018,Foteini Baldimtsi,Anna Lysyanskaya
54022,Foteini Baldimtsi,Konstantinos Chalkias
54026,Foteini Baldimtsi,Ethan Heilman
54030,Foteini Baldimtsi,Christof Paar
54034,Foteini Baldimtsi,Panagiotis Chatzigiannis
54038,Foteini Baldimtsi,Aggelos Kiayias
54042,Foteini Baldimtsi,Leonid Reyzin
54046,Foteini Baldimtsi,Andy Rupp
54050,Foteini Baldimtsi,Angelos Stavrou
54054,Foteini Baldimtsi,Sophia Yakoubov
54058,Foteini Baldimtsi,Jan Camenisch
54062,Foteini Baldimtsi,Georg Fuchsbauer
54066,Foteini Baldimtsi,Markulf Kohlweiss
54070,Foteini Baldimtsi,Melissa Chase
54074,Foteini Baldimtsi,Kai Samelin
54078,Foteini Baldimtsi,Maria Dubovitskaya
54082,Foteini Baldimtsi,Thomas Zacharias
54086,Foteini Baldimtsi,Bingsheng Zhang
54090,Foteini Baldimtsi,Christian Zenger
54094,Foteini Baldimtsi,Stavros Papadopoulos
54098,Foteini Baldimtsi,Nikos Triandopoulos
54102,Foteini Baldimtsi,Dimitrios Papadopoulos
54106,Foteini Baldimtsi,Linfeng Zhou
54110,Foteini Baldimtsi,Varun Madathil
54114,Foteini Baldimtsi,Thomas D. LaToza
54118,Foteini Baldimtsi,Jonathan Bell
54122,Foteini Baldimtsi,Jiasun Li
54126,Foteini Baldimtsi,Igor Griva
54130,Foteini Baldimtsi,Ran Canetti
54134,Foteini Baldimtsi,Stephan Krenn
54138,Foteini Baldimtsi,Gregory Neven
54142,Foteini Baldimtsi,Lucjan Hanzlik
54146,Foteini Baldimtsi,Anja Lehmann
54150,Foteini Baldimtsi,S. Dov Gordon
54154,Yuankai Huo,Bennett Allan Landman
54157,Yuankai Huo,Richard G. Abramson, M.D.
54160,Yuankai Huo,Yucheng Tang
54163,Yuankai Huo,Riqiang Gao
54166,Yuankai Huo,Ilwoo Lyu
54169,Yuankai Huo,Zhoubing Xu
54172,Yuankai Huo,Zhishun Wang
54175,Yuankai Huo,Le Lu
54178,Yuankai Huo,Bradley S. Peterson, M.D.
54181,Yuankai Huo,Yu-Dong Zhang
54184,Yuankai Huo,Haichun Yang
54187,Yuankai Huo,Agnes Fogo
54190,Yuankai Huo,Vishwesh Nath
54193,Yuankai Huo,Pierre Massion
54196,Yuankai Huo,JINZHENG CAI
54199,Yuankai Huo,Adam P. Harrison
